category_type_num,Values,category_type,images_loc,bounding_box,category_type1
33,Skirt,Bottom,img/Must-Have_Slit_Maxi_Skirt/img_00000056.jpg,095 001 201 282 ,Lower
33,Skirt,Bottom,img/Textured_Midi_Skirt/img_00000054.jpg,001 001 200 292 ,Lower
33,Skirt,Bottom,img/Must-Have_Slit_Maxi_Skirt/img_00000047.jpg,042 102 176 289 ,Lower
33,Skirt,Bottom,img/Windowpane_Print_Skater_Skirt/img_00000021.jpg,001 050 204 223 ,Lower
33,Skirt,Bottom,img/Striped_Fold-Over_Maxi_Skirt/img_00000043.jpg,024 012 078 071 ,Lower
33,Skirt,Bottom,img/Abstract_Mandala_Print_Skirt/img_00000016.jpg,018 152 176 260 ,Lower
33,Skirt,Bottom,img/Slit_Midi_Skirt/img_00000035.jpg,071 106 142 238 ,Lower
33,Skirt,Bottom,img/Standout_Stripes_Mini_Skirt/img_00000012.jpg,001 157 195 281 ,Lower
33,Skirt,Bottom,img/Ribbed_Stripe_Mini_Skirt/img_00000024.jpg,006 021 200 274 ,Lower
33,Skirt,Bottom,img/Stretch_Knit_Pencil_Skirt/img_00000011.jpg,066 099 137 213 ,Lower
33,Skirt,Bottom,img/Stretch-Knit_Pencil_Skirt/img_00000039.jpg,074 074 145 193 ,Lower
33,Skirt,Bottom,img/Denim_Mini_Skirt/img_00000069.jpg,042 126 136 176 ,Lower
33,Skirt,Bottom,img/Floral_Lace_Pencil_Skirt/img_00000027.jpg,063 126 140 279 ,Lower
33,Skirt,Bottom,img/Quilted_Faux_Leather_Skirt/img_00000035.jpg,029 156 161 242 ,Lower
33,Skirt,Bottom,img/Eyelash_Lace_Skirt/img_00000012.jpg,036 152 161 300 ,Lower
31,Sarong,Bottom,img/Water_Print_Sarong/img_00000002.jpg,104 001 211 222 ,Lower
33,Skirt,Bottom,img/Buttoned_Rose_Print_Skirt/img_00000036.jpg,001 054 188 204 ,Lower
33,Skirt,Bottom,img/Dotted_A-Line_Skirt/img_00000039.jpg,047 002 196 135 ,Lower
33,Skirt,Bottom,img/Button-Front_Mini_Skirt/img_00000062.jpg,059 032 166 143 ,Lower
33,Skirt,Bottom,img/Crepe_Midi_Skirt/img_00000014.jpg,059 095 173 224 ,Lower
33,Skirt,Bottom,img/Crepe_Pencil_Skirt/img_00000022.jpg,033 001 129 180 ,Lower
33,Skirt,Bottom,img/Side-Slit_Tie-Dye_Maxi_Skirt/img_00000008.jpg,081 093 127 292 ,Lower
33,Skirt,Bottom,img/Textured_Floral_Skater_Skirt/img_00000032.jpg,001 003 200 220 ,Lower
33,Skirt,Bottom,img/Floral_Tulle_Maxi_Skirt/img_00000026.jpg,001 001 200 264 ,Lower
33,Skirt,Bottom,img/Faux_Leather_A-Line_Skirt/img_00000063.jpg,001 064 195 206 ,Lower
33,Skirt,Bottom,img/Box_Pleat_A-Line_Skirt/img_00000035.jpg,116 073 204 137 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Fringe_Skirt/img_00000051.jpg,089 134 103 288 ,Lower
33,Skirt,Bottom,img/Striped_Midi_Skirt/img_00000035.jpg,044 094 146 232 ,Lower
33,Skirt,Bottom,img/Crinkled_Gauze_Skirt/img_00000006.jpg,001 012 176 191 ,Lower
33,Skirt,Bottom,img/Button-Front_Mini_Skirt/img_00000018.jpg,027 173 185 293 ,Lower
33,Skirt,Bottom,img/Scalloped_Crochet_Skirt/img_00000041.jpg,081 098 140 229 ,Lower
33,Skirt,Bottom,img/Abstract_Windowpane-Patterned_Skirt/img_00000002.jpg,043 156 194 273 ,Lower
33,Skirt,Bottom,img/Striped_A-Line_Skirt/img_00000010.jpg,022 001 200 172 ,Lower
33,Skirt,Bottom,img/Abstract-Geo_Print_Mini_Skirt/img_00000017.jpg,026 160 170 278 ,Lower
33,Skirt,Bottom,img/Button-Front_Floral_Mini_Skirt/img_00000050.jpg,005 155 144 256 ,Lower
33,Skirt,Bottom,img/Mineral_Wash_Mini_Skirt/img_00000006.jpg,022 066 214 240 ,Lower
33,Skirt,Bottom,img/Classic_Fold-Over_Maxi_Skirt/img_00000063.jpg,093 136 124 300 ,Lower
33,Skirt,Bottom,img/Stripe_Pencil_Skirt/img_00000006.jpg,076 088 160 223 ,Lower
33,Skirt,Bottom,img/Striped_Sateen_Pencil_Skirt/img_00000052.jpg,081 097 166 274 ,Lower
33,Skirt,Bottom,img/Woven_Pencil_Skirt/img_00000066.jpg,109 001 197 187 ,Lower
33,Skirt,Bottom,img/Classic_Knit_Skater_Skirt/img_00000032.jpg,028 150 185 284 ,Lower
33,Skirt,Bottom,img/Embroidered_Mini_Skirt/img_00000015.jpg,032 170 166 300 ,Lower
33,Skirt,Bottom,img/Metallic_Wrap_Skirt/img_00000001.jpg,063 001 177 194 ,Lower
33,Skirt,Bottom,img/Vented_Pencil_Skirt/img_00000014.jpg,100 001 201 196 ,Lower
33,Skirt,Bottom,img/Button-Front_Mini_Skirt/img_00000036.jpg,064 090 165 170 ,Lower
33,Skirt,Bottom,img/Neon_Dreams_Bandage_Skirt/img_00000029.jpg,059 127 177 270 ,Lower
33,Skirt,Bottom,img/Floral-Embroidered_Faux_Leather_Skirt/img_00000025.jpg,040 157 155 295 ,Lower
33,Skirt,Bottom,img/Striped_Sateen_Pencil_Skirt/img_00000009.jpg,022 130 159 286 ,Lower
33,Skirt,Bottom,img/Leopard_Print_Skater_Skirt/img_00000058.jpg,135 149 300 276 ,Lower
33,Skirt,Bottom,img/Denim_Mini_Skirt/img_00000022.jpg,054 111 121 175 ,Lower
33,Skirt,Bottom,img/Buttoned_Denim_Pencil_Skirt/img_00000071.jpg,055 142 117 220 ,Lower
33,Skirt,Bottom,img/Sheer_Polka_Dot_Skirt/img_00000040.jpg,059 106 107 292 ,Lower
33,Skirt,Bottom,img/Denim_A-Line_Skirt/img_00000040.jpg,081 098 161 184 ,Lower
33,Skirt,Bottom,img/Frond_Print_Pencil_Skirt/img_00000022.jpg,081 100 147 209 ,Lower
33,Skirt,Bottom,img/Athletic-Striped_Pencil_Skirt/img_00000043.jpg,016 143 132 279 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Flared_Skirt/img_00000065.jpg,086 001 163 185 ,Lower
33,Skirt,Bottom,img/Embroidered_Faux_Leather_Pencil_Skirt/img_00000006.jpg,030 020 181 280 ,Lower
33,Skirt,Bottom,img/Floral_Print_Skater_Skirt/img_00000005.jpg,055 156 236 290 ,Lower
33,Skirt,Bottom,img/Pleated_Textured_Skirt/img_00000030.jpg,040 102 138 204 ,Lower
33,Skirt,Bottom,img/Longline_Button-Front_Skirt/img_00000030.jpg,083 110 126 277 ,Lower
33,Skirt,Bottom,img/Knit_Skater_Skirt/img_00000028.jpg,001 001 243 238 ,Lower
33,Skirt,Bottom,img/M-Slit_Pleated_Maxi_Skirt/img_00000048.jpg,068 073 160 269 ,Lower
33,Skirt,Bottom,img/Pleated_Maxi_Skirt/img_00000066.jpg,044 001 217 300 ,Lower
33,Skirt,Bottom,img/Woven_Drawstring_Skirt/img_00000004.jpg,090 007 224 134 ,Lower
33,Skirt,Bottom,img/Southwestern_Print_Maxi_Skirt/img_00000028.jpg,008 001 197 300 ,Lower
33,Skirt,Bottom,img/Crocheted_Tie-Dye_Maxi_Skirt/img_00000031.jpg,056 096 184 285 ,Lower
33,Skirt,Bottom,img/Striped_Box-Pleated_Skirt/img_00000026.jpg,001 001 300 300 ,Lower
33,Skirt,Bottom,img/Smocked_Floral_Gauze_Skirt/img_00000006.jpg,074 099 158 187 ,Lower
33,Skirt,Bottom,img/Belted_Polka_Dot_Skirt/img_00000031.jpg,033 122 165 297 ,Lower
33,Skirt,Bottom,img/Button-Front_Mini_Skirt/img_00000014.jpg,050 097 141 175 ,Lower
33,Skirt,Bottom,img/Lace_A-Line_Skirt/img_00000043.jpg,037 131 137 193 ,Lower
33,Skirt,Bottom,img/Neon_Dreams_Bandage_Skirt/img_00000022.jpg,070 145 142 300 ,Lower
33,Skirt,Bottom,img/Pleated_Metallic_Skirt/img_00000036.jpg,098 095 240 292 ,Lower
33,Skirt,Bottom,img/Textured_Pencil_Skirt/img_00000003.jpg,053 001 178 300 ,Lower
33,Skirt,Bottom,img/Zippered_Faux_Leather_Mini_Skirt/img_00000053.jpg,063 001 164 106 ,Lower
33,Skirt,Bottom,img/Metallic_Brocade_Mini_Skirt/img_00000046.jpg,001 001 200 300 ,Lower
33,Skirt,Bottom,img/Abstract_Sequined_Skirt/img_00000028.jpg,022 179 166 288 ,Lower
33,Skirt,Bottom,img/Tropical_Print_Mini_Skirt/img_00000009.jpg,033 015 205 184 ,Lower
33,Skirt,Bottom,img/Embroidered_Crochet_Pencil_Skirt/img_00000021.jpg,028 001 165 275 ,Lower
33,Skirt,Bottom,img/Striped_Bodycon_Skirt/img_00000030.jpg,125 109 144 196 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Midi_Pencil_Skirt/img_00000001.jpg,163 001 291 285 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Mini_Skirt/img_00000061.jpg,030 171 169 285 ,Lower
33,Skirt,Bottom,img/Zippered_Faux_Leather_Mini_Skirt/img_00000045.jpg,001 031 205 272 ,Lower
33,Skirt,Bottom,img/Kaleidoscope_Print_Mini_Skirt/img_00000015.jpg,066 162 173 300 ,Lower
33,Skirt,Bottom,img/Striped_Sateen_Pencil_Skirt/img_00000038.jpg,056 094 116 215 ,Lower
33,Skirt,Bottom,img/Floral_Print_A-Line_Skirt/img_00000061.jpg,043 094 153 215 ,Lower
33,Skirt,Bottom,img/Buttoned_Denim_Pencil_Skirt/img_00000065.jpg,096 104 160 209 ,Lower
33,Skirt,Bottom,img/Mixed_Paisley_Print_Maxi_Skirt/img_00000015.jpg,069 146 125 278 ,Lower
33,Skirt,Bottom,img/Striped_Midi_Skirt/img_00000060.jpg,054 020 143 191 ,Lower
33,Skirt,Bottom,img/Pleated_Faux_Leather_Skirt/img_00000042.jpg,037 153 099 209 ,Lower
33,Skirt,Bottom,img/Ditsy_Floral_Skater_Skirt/img_00000058.jpg,071 102 172 176 ,Lower
33,Skirt,Bottom,img/Standout_Stripes_Mini_Skirt/img_00000023.jpg,053 145 163 289 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Mini_Skirt/img_00000010.jpg,051 011 169 136 ,Lower
33,Skirt,Bottom,img/Daisy_Print_Maxi_Skirt/img_00000054.jpg,091 162 158 286 ,Lower
33,Skirt,Bottom,img/Pleated_Textured_Skirt/img_00000029.jpg,020 080 129 180 ,Lower
33,Skirt,Bottom,img/Plaid_Skater_Skirt/img_00000004.jpg,026 031 290 175 ,Lower
33,Skirt,Bottom,img/Striped_Pencil_Skirt/img_00000069.jpg,099 001 202 212 ,Lower
33,Skirt,Bottom,img/High-Slit_Maxi_Skirt/img_00000001.jpg,079 087 158 300 ,Lower
33,Skirt,Bottom,img/Watercolor_Rose_Skater_Skirt/img_00000001.jpg,001 058 204 211 ,Lower
33,Skirt,Bottom,img/Mineral_Wash_Pencil_Skirt/img_00000038.jpg,075 001 182 171 ,Lower
33,Skirt,Bottom,img/Mesh-Paneled_Drawstring_Skirt/img_00000001.jpg,060 048 126 237 ,Lower
33,Skirt,Bottom,img/Varsity-Striped_Scuba_Knit_Skirt/img_00000015.jpg,060 095 119 275 ,Lower
33,Skirt,Bottom,img/Paisley_Print_Maxi_Skirt/img_00000005.jpg,001 001 109 300 ,Lower
33,Skirt,Bottom,img/Metallic_Brocade_Mini_Skirt/img_00000008.jpg,020 006 176 104 ,Lower
33,Skirt,Bottom,img/Distressed_Denim_Skirt/img_00000049.jpg,052 155 159 266 ,Lower
33,Skirt,Bottom,img/Crochet_Lace_Midi_Skirt/img_00000045.jpg,057 116 123 287 ,Lower
33,Skirt,Bottom,img/Asymmetric_Rope-Textured_Skirt/img_00000001.jpg,020 152 156 279 ,Lower
33,Skirt,Bottom,img/Speckled_Pencil_Skirt/img_00000002.jpg,034 046 172 254 ,Lower
33,Skirt,Bottom,img/M-Slit_Pleated_Maxi_Skirt/img_00000001.jpg,040 001 164 300 ,Lower
33,Skirt,Bottom,img/Crepe_Pencil_Skirt/img_00000031.jpg,001 001 200 300 ,Lower
33,Skirt,Bottom,img/Contrast_Mesh_Pencil_Skirt/img_00000056.jpg,001 001 235 300 ,Lower
33,Skirt,Bottom,img/Rose_Print_Skirt/img_00000015.jpg,001 053 236 215 ,Lower
33,Skirt,Bottom,img/Zippered_Faux_Leather_Mini_Skirt/img_00000014.jpg,074 009 228 171 ,Lower
33,Skirt,Bottom,img/Denim_Mini_Skirt/img_00000038.jpg,074 115 156 151 ,Lower
33,Skirt,Bottom,img/Folk_Print_Linen_Skirt/img_00000023.jpg,047 001 153 110 ,Lower
33,Skirt,Bottom,img/Pleated_Faux_Leather_Skirt/img_00000011.jpg,100 097 196 174 ,Lower
33,Skirt,Bottom,img/Embroidered_Crochet_Pencil_Skirt/img_00000047.jpg,048 143 144 293 ,Lower
33,Skirt,Bottom,img/Geo_Tribal_Print_A-Line_Skirt/img_00000001.jpg,081 115 146 195 ,Lower
33,Skirt,Bottom,img/Embroidered_Crochet_Pencil_Skirt/img_00000010.jpg,021 001 202 300 ,Lower
33,Skirt,Bottom,img/Crocheted_Tie-Dye_Maxi_Skirt/img_00000025.jpg,048 095 151 300 ,Lower
33,Skirt,Bottom,img/Mixed_Print_Maxi_Skirt/img_00000010.jpg,054 001 210 300 ,Lower
33,Skirt,Bottom,img/Eyelash_Lace_Skirt/img_00000014.jpg,060 147 149 298 ,Lower
33,Skirt,Bottom,img/Denim_Pencil_Skirt/img_00000047.jpg,061 104 127 211 ,Lower
33,Skirt,Bottom,img/Flatfront_Denim_Skirt/img_00000023.jpg,001 089 150 208 ,Lower
33,Skirt,Bottom,img/Basic_Striped_Mini_Skirt/img_00000033.jpg,060 188 175 268 ,Lower
33,Skirt,Bottom,img/Button-Front_Pocket_Skirt/img_00000059.jpg,056 001 176 161 ,Lower
33,Skirt,Bottom,img/M-Slit_Maxi_Skirt/img_00000030.jpg,039 001 167 269 ,Lower
33,Skirt,Bottom,img/Layered_Pleat-Hem_Mini_Skirt/img_00000012.jpg,036 151 166 264 ,Lower
33,Skirt,Bottom,img/Ribbed_Stripe_A-Line_Skirt/img_00000020.jpg,044 153 122 300 ,Lower
33,Skirt,Bottom,img/Everyday_Gathered_Mini_Skirt/img_00000001.jpg,036 171 160 292 ,Lower
33,Skirt,Bottom,img/Varsity-Striped_Skirt/img_00000006.jpg,061 105 198 298 ,Lower
33,Skirt,Bottom,img/Striped_Bodycon_Skirt/img_00000010.jpg,064 134 149 294 ,Lower
33,Skirt,Bottom,img/Metallic_Wrap_Skirt/img_00000014.jpg,050 093 151 173 ,Lower
33,Skirt,Bottom,img/Rose_Print_Corduroy_Skater_Skirt/img_00000031.jpg,050 085 157 177 ,Lower
33,Skirt,Bottom,img/Pleated_Textured_Skirt/img_00000031.jpg,001 001 222 300 ,Lower
33,Skirt,Bottom,img/Striped_Sateen_Pencil_Skirt/img_00000007.jpg,045 098 122 220 ,Lower
33,Skirt,Bottom,img/Geo_Quilted_Skater_Skirt/img_00000024.jpg,034 156 212 299 ,Lower
33,Skirt,Bottom,img/Floral_Scuba_Knit_Skirt/img_00000003.jpg,042 092 184 231 ,Lower
33,Skirt,Bottom,img/Pleated_Maxi_Skirt/img_00000011.jpg,020 001 184 300 ,Lower
33,Skirt,Bottom,img/Fluted_Polka_Dot_Skirt/img_00000023.jpg,069 001 239 300 ,Lower
33,Skirt,Bottom,img/Pleated_Windowpane_Skirt/img_00000043.jpg,073 094 115 178 ,Lower
33,Skirt,Bottom,img/Acid_Wash_Denim_Skirt/img_00000010.jpg,071 106 127 220 ,Lower
33,Skirt,Bottom,img/Denim_Pencil_Skirt/img_00000041.jpg,022 019 180 274 ,Lower
33,Skirt,Bottom,img/Knit_Mini_Skirt/img_00000063.jpg,075 117 152 182 ,Lower
33,Skirt,Bottom,img/Box-Pleated_Rose_Print_Skirt/img_00000060.jpg,059 108 151 229 ,Lower
33,Skirt,Bottom,img/Striped_Fold-Over_Maxi_Skirt/img_00000022.jpg,158 001 290 300 ,Lower
33,Skirt,Bottom,img/Quilted_Faux_Leather_Trim_Skirt/img_00000007.jpg,058 167 150 300 ,Lower
33,Skirt,Bottom,img/Textured_Houndstooth_Skirt/img_00000049.jpg,013 118 113 216 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Flared_Skirt/img_00000036.jpg,001 036 300 286 ,Lower
33,Skirt,Bottom,img/Floral_Scuba_Knit_Skater_Skirt/img_00000026.jpg,008 158 196 300 ,Lower
33,Skirt,Bottom,img/Pleated_Midi_Skirt/img_00000065.jpg,046 097 160 247 ,Lower
33,Skirt,Bottom,img/Stretch-Knit_Maxi_Skirt/img_00000003.jpg,083 001 226 290 ,Lower
33,Skirt,Bottom,img/Tiered_Paisley_Skirt/img_00000006.jpg,080 093 224 262 ,Lower
33,Skirt,Bottom,img/Contrast_Mesh_Pencil_Skirt/img_00000032.jpg,068 104 139 211 ,Lower
33,Skirt,Bottom,img/Pleated_Faux_Leather_Skirt/img_00000023.jpg,072 133 168 213 ,Lower
33,Skirt,Bottom,img/Abstract-Geo_Print_Mini_Skirt/img_00000046.jpg,054 126 155 223 ,Lower
33,Skirt,Bottom,img/Basic_Striped_Mini_Skirt/img_00000002.jpg,043 153 168 274 ,Lower
33,Skirt,Bottom,img/Crepe_Woven_Skater_Skirt/img_00000025.jpg,016 148 204 269 ,Lower
33,Skirt,Bottom,img/Dotted_A-Line_Skirt/img_00000033.jpg,044 093 162 194 ,Lower
33,Skirt,Bottom,img/Faux_Leather_Skater_Skirt/img_00000064.jpg,050 103 151 181 ,Lower
33,Skirt,Bottom,img/Knife-Pleated_Floral_Skirt/img_00000042.jpg,023 001 225 300 ,Lower
33,Skirt,Bottom,img/Fluted_Faux_Leather-Trimmed_Skirt/img_00000019.jpg,026 170 211 291 ,Lower
33,Skirt,Bottom,img/Pleated_A-Line_Mini_Skirt/img_00000014.jpg,043 062 161 148 ,Lower
33,Skirt,Bottom,img/Tiered_Floral_Maxi_Skirt/img_00000032.jpg,008 019 300 284 ,Lower
33,Skirt,Bottom,img/Classic_Pencil_Skirt/img_00000022.jpg,189 001 238 101 ,Lower
33,Skirt,Bottom,img/Life_in_Progress_Pleated_Multi-Stripe_Skirt/img_00000022.jpg,001 001 204 237 ,Lower
33,Skirt,Bottom,img/Marled_Knit_Pencil_Skirt/img_00000019.jpg,071 093 162 207 ,Lower
33,Skirt,Bottom,img/Scallop_Lace_Pencil_Skirt/img_00000035.jpg,065 121 142 198 ,Lower
33,Skirt,Bottom,img/Cable-Knit_Pencil_Skirt/img_00000031.jpg,080 141 136 227 ,Lower
33,Skirt,Bottom,img/Eyelash_Lace_Maxi_Skirt/img_00000010.jpg,001 003 166 280 ,Lower
33,Skirt,Bottom,img/Floral_Stripe_Midi_Skirt/img_00000027.jpg,001 131 130 300 ,Lower
33,Skirt,Bottom,img/Crepe_Midi_Skirt/img_00000058.jpg,083 092 149 231 ,Lower
33,Skirt,Bottom,img/Abstract_Windowpane-Patterned_Skirt/img_00000015.jpg,115 096 203 179 ,Lower
33,Skirt,Bottom,img/Tulip-Front_Maxi_Skirt/img_00000024.jpg,039 156 164 298 ,Lower
33,Skirt,Bottom,img/Pleated_Mosaic_Print_Skirt/img_00000007.jpg,066 066 173 201 ,Lower
33,Skirt,Bottom,img/Stretch-Knit_Pencil_Skirt/img_00000018.jpg,056 106 120 233 ,Lower
33,Skirt,Bottom,img/Classic_Knit_Pencil_Skirt/img_00000014.jpg,026 098 098 210 ,Lower
33,Skirt,Bottom,img/Pleated_Pinstripe_Skirt/img_00000045.jpg,023 091 177 259 ,Lower
33,Skirt,Bottom,img/M-Slit_Pleated_Maxi_Skirt/img_00000015.jpg,017 001 184 292 ,Lower
33,Skirt,Bottom,img/Rose_Print_Skirt/img_00000017.jpg,050 068 213 157 ,Lower
31,Sarong,Bottom,img/Water_Print_Sarong/img_00000016.jpg,091 167 201 279 ,Lower
33,Skirt,Bottom,img/Rose_Print_Corduroy_Skater_Skirt/img_00000009.jpg,057 110 142 261 ,Lower
33,Skirt,Bottom,img/Varsity-Striped_Skirt/img_00000011.jpg,050 098 160 185 ,Lower
33,Skirt,Bottom,img/Mandala_Print_Skirt/img_00000052.jpg,064 121 134 178 ,Lower
33,Skirt,Bottom,img/Slit_Midi_Skirt/img_00000006.jpg,106 064 179 206 ,Lower
33,Skirt,Bottom,img/Faux_Leather_A-Line_Skirt/img_00000029.jpg,026 161 187 284 ,Lower
